identifier,first_name,last_name,date_of_birth,address,city,zipcode,state,ssn,creditor,account,current_balance,sale_price
5e951a067a8b2883488c5aa10fa19e15,Lauren,Davis,06/26/1994,10752 Pruitt Hill,East Kerryview,86743,MN,711-42-6096,VISA 13 digit,KLQS5437805554908,1388.16,6.6
d597f0b365e0c6093a8bd1c7867f1b85,Jenna,Brown,03/16/1968,72013 Carter Villages,East Deniseville,41719,SD,293-71-1243,Discover,OXHC0169936536485,1865.39,10.21
98a4d8303da4955cf608c7d30fdb3e7f,Caroline,Hernandez,11/05/1964,421 Hernandez Extensions,New Leah,05847,TX,676-36-2875,JCB 16 digit,HCCX4855675347635,4082.01,25.91
fdaef4f2379580634553dc578d7af6a4,Rebecca,Cowan,12/24/2002,480 Donna Ports,Davisside,64340,UT,643-17-6550,Mastercard,THEQ7628829120825,1926.94,10.33
6ddc7ff2e416e11943f9f41a2d5d4d4b,Robert,Jones,06/29/1965,7299 David Extension Suite 334,Ronaldfurt,64706,SD,582-32-3907,VISA 16 digit,QNKL3707068348993,3820.15,29.57
85bbb5a529ea0720799085f3e0410133,Carlos,Marshall,12/24/1993,08463 Teresa Station,East Marie,24280,PA,889-21-9965,VISA 16 digit,EBKP7649287687619,2574.55,17.84
afb3fee3ed67fd9e1dfca2ed7805f58c,Maria,Weaver,09/14/1979,15606 Joseph View Suite 899,Lake Kimstad,39368,UT,258-95-1368,JCB 16 digit,OQPA0520770095640,7328.41,46.13
a97878cec6a6917ac4cb4f6fcb31301c,Shawn,Ramirez,02/18/1972,77642 Williams Causeway,North Emilyhaven,43564,KY,148-11-3707,Mastercard,PVNZ4604964351766,7800.68,39.99
8a974ef896a3cad190d786bcd5512ed9,Kevin,Nguyen,12/20/1933,893 Murray Mount,West Brandy,86700,WV,547-39-4606,VISA 19 digit,WSBP4749335134175,1218.32,9.35
99e6b7b1a29ceb1ab540b367f2dddccc,Thomas,Cervantes,05/01/1964,60521 William Land Apt. 603,Lake Philip,14698,NC,102-75-6008,VISA 13 digit,HPGU5778462944049,234.64,1.09
b23012adda774cdc6a56bc4de4a16eaa,Kimberly,Perez,04/16/1997,4870 Herbert Run Apt. 271,South Jimmy,29367,NH,239-21-5099,VISA 19 digit,QIGU6137718360054,2049.85,8.38
3e1727d35d381d16e5c62059b06e63c0,Kathleen,Martinez,08/01/1994,846 Nolan Park Suite 892,Lake Randy,34074,KY,152-02-2968,JCB 16 digit,KNGY1398996390497,4320.89,22.75
c64b9f7469498ebd55fb6c045745cd19,Rachel,Bailey,05/26/2006,868 Johnny Union,South Lisa,92274,ND,242-88-1369,Diners Club / Carte Blanche,MBWE8016655287321,1920.96,11.72
99e75d5efcc91cb82e2b8f1d13f47f14,Frank,Hamilton,12/30/2005,930 Brown Bridge,Stewartchester,07133,OH,229-64-2469,VISA 13 digit,YFPB4316345659158,944.67,4.06
4aeae2202c4f623dc585e867b17f8f87,Judith,Ortiz,12/03/1967,21454 Jason Mill,Mitchellfort,42106,CO,707-04-1043,JCB 16 digit,FUJG3993515114843,3250.64,21.88
af1a9b7ae3514b5131bad496dd614e0b,Katherine,Hendrix,03/30/1951,8766 Stevens Mission Apt. 884,Port Juliestad,43471,MA,341-55-2802,Mastercard,KFVI7444825097020,912.67,4.57
f4016a6d21cb422983b7523b42059439,Robert,Fisher,12/04/1946,20675 Mason Port,East Williammouth,65011,LA,728-20-3562,JCB 15 digit,WQJD0129317925163,721.51,3.68
68f68c8a202f6becdf6d3890afdd6b4b,Jennifer,Holloway,07/13/1984,218 Harris Passage Suite 722,Bankschester,86051,NE,783-40-5541,VISA 16 digit,FRVP0531397907649,1441.28,6.04
56bdec5fda90d9ca25e3d9bb6b235889,Gregory,Craig,01/23/1918,4420 Ortiz Wall Apt. 658,Lake Feliciastad,28199,MT,016-56-6277,Diners Club / Carte Blanche,WTRQ0374126817815,5314.31,27.24
5bc3e61efa7c8a1e2b2028be1c29763e,Jorge,Fernandez,02/15/1943,73108 Glass Mountains,Audreyville,39680,KY,799-99-2500,VISA 16 digit,LCCM2902189414450,3163.1,14.32
23e1fea0b27b423b638a81af40317b26,Martha,Hudson,12/23/1920,9928 Scott Radial Suite 423,Taylormouth,17784,ND,170-95-8616,JCB 16 digit,QJVM5418617163801,4962.03,38.47
fbd8158987183c3f973cb3056d857511,Gregory,Price,02/13/1971,7237 Eileen Springs,East Jay,67111,ND,063-98-2907,Diners Club / Carte Blanche,CJUD5044641426892,5421.19,43.34
fadf00a10ee05b9d59ccf1ebc4e1d5d4,Michael,Ramirez,04/26/2020,4042 Whitehead Mill Apt. 726,Port Troy,74512,VT,674-27-2363,Discover,ZIOV0190748563468,3970.88,19.95
bacf9060623bdf48b68405fc0d6d98fe,Michael,Richardson,07/26/1919,781 Alexandra Highway Suite 202,Devintown,23862,SD,017-01-7050,Maestro,BEYZ8412542499699,5586.38,39.52
cee393898a7096dbb7af5b50c8af7044,Gregory,Williams,05/01/1962,36411 Fisher Fort,Mosschester,28719,TX,303-24-2814,Maestro,FXRH8683602901146,6720.93,39.44
b9c48bc365cecbb81e7bf1c68ceae237,Frank,Schaefer,04/14/1915,82367 Thomas Bypass Suite 557,North Leeview,07100,SC,771-34-3985,American Express,VTVJ0408228120493,4280.68,23.05
3c707ae51e3b9c26690521ffd9d075d6,Steven,Powell,01/15/1937,728 Peck Knoll Suite 905,West Michaelborough,15692,CA,621-32-4397,Discover,JIUQ6942715389815,2591.79,13.81
b53fbde2546dc3073c72bbfd8da8447d,John,Vargas,06/13/1974,05142 Hall Burg Suite 993,New Tammy,02576,TN,114-44-8119,Maestro,CGFF7148660351007,4571.54,22.52
f28855751a15dc0c26657d93f4d6f4a1,Lori,Allen,06/10/1917,2519 Burns Mills Apt. 529,North Anthonyview,04129,OR,324-60-2812,Mastercard,BHUF9090179467769,780.26,5.86
e164afaa6163f08c72aeb1ffc8d56f7c,Christina,Ward,03/04/1980,2200 Hickman Land Apt. 561,Morrowmouth,05016,GA,004-82-5310,American Express,FODI6179590787114,870.48,6.89
140dc01f18931c2112a593eb97d07f9a,Jessica,Shah,01/27/1958,00453 Moore Summit Suite 214,South Thomas,15654,WI,022-24-2862,Discover,YEGN5954294621083,3042.79,13.72
8c4a9078ba44bb07a1f97160463f04cb,Tim,Anderson,10/02/2020,072 Higgins Ridge Suite 132,Estradaburgh,43029,WI,458-08-1740,JCB 15 digit,XOIS5778901264184,1506.85,8.28
758ce4538cb543d6acb3418900510631,Theresa,Parker,01/31/1930,220 Jenkins Mews,Santosside,32997,DE,527-07-0365,American Express,WYNQ0566577091698,7002.01,46.82
1f0f82577b0a55ecc6afd027b8bbd485,Michelle,Mendoza,03/18/2007,3093 Anna Trail Suite 499,Perezburgh,44821,DC,392-08-7151,VISA 16 digit,WQGK0704769540572,552.11,3.89
d4b8100b98df808e0a6b7055b792fdc2,Gabrielle,Craig,04/11/2010,70333 Robert Summit,Sandersburgh,75123,AZ,105-03-9866,American Express,FFTF3536195250937,4610.48,26.27
ade2debf20d65eb54bc2405bb4cab8fe,Teresa,Moon,03/07/1964,29304 Ritter Greens,East Victoriaside,88011,MN,303-60-0440,JCB 16 digit,RMGG8152048511641,5856.07,28.46
75917d6a01284872997b3de1137c2b24,Breanna,Martinez,10/13/1934,3958 Diane Oval,Clarkview,47869,ND,350-48-8776,VISA 13 digit,RQAI8297793119995,5140.74,27.12
ff640c7cce94e5ee1319478158aadb39,Brian,Travis,08/01/1921,11131 Wilson Summit,Lauraport,39610,AK,632-10-5247,Maestro,RAPF1616424347394,4723.02,23.0
d476e490bf4d6aafff1e8af788145645,Nicholas,Bailey,12/23/1947,14930 Fuentes Landing Suite 340,Leahfort,79291,SC,321-53-3918,Maestro,TIFN6459997496461,5122.15,27.03
e7993b78f7fab5a8479dbeba2c7015ce,Douglas,Schneider,03/20/1928,59536 Nelson Brooks,New Garyhaven,93338,WY,517-36-4815,American Express,ZYLI2010190493437,5561.08,34.33
4b9a4399b8580d05e8a17910d196a72b,Marissa,Jackson,02/04/1951,1715 Betty Islands Apt. 171,Johnathanmouth,08478,CT,737-51-3885,VISA 13 digit,YMPF9222353211145,2054.49,8.45
c66c508a9842a3e5dae6e4897824b46c,Teresa,Campbell,07/05/1913,80513 Andrew Spur,South Megan,14341,MT,714-56-2490,JCB 16 digit,NRBG3942131322488,340.76,2.34
aefd606b9bb064e285966b3bf292223d,Jerry,Perkins,07/07/1997,376 Patterson Fort Suite 636,West Hollymouth,35036,CT,657-63-3542,VISA 19 digit,AQAS6468869835636,6657.44,51.31
1f3903aeeea312d13a6aff2929488116,Eileen,Fitzgerald,12/24/1930,91583 Crystal Falls Apt. 942,Lake Victoria,50388,CT,620-99-8805,American Express,UQND5983284059473,5433.35,28.83
722c57b5a30073aa82e4fe98feaf479e,Sean,Wade,06/04/1940,336 Hansen Fords,Jeffreychester,41713,NC,355-61-6607,VISA 16 digit,FWUZ7802769099398,1435.98,10.28
60f7f790ace61a98e3cb4db0cfd5f1e5,Joan,Farrell,05/12/1929,014 Oconnor Valleys,West Michaelshire,39247,UT,329-10-0695,American Express,FXTB4293877664158,6545.48,47.99
cc327bdd8deeccee4f43b8505cc58910,Sara,Williams,09/06/2001,9919 Timothy Glen Suite 095,Welchton,31750,MS,497-45-3384,Mastercard,RJSE7062762431052,6849.86,51.76
dcb160fb2e8f9f4d9cfd104b023eb935,Shannon,Anderson,03/25/1937,2904 Massey Prairie Apt. 616,West Robert,30774,KY,748-70-3530,VISA 19 digit,XNBU4439587114501,3831.16,20.36
ecbc458560fdc9018b8755516cb458ac,Logan,James,02/10/1907,600 Mary Parkway,South Leahbury,32835,IN,766-36-9869,VISA 16 digit,EJOW3776029435485,6186.74,39.41
e3a07b44ae8a7461edb002ef8ebf6a30,Joseph,Pearson,05/14/2008,432 Aaron Plains,Johnberg,80526,NC,875-63-9623,VISA 16 digit,EYEB1674710688245,7010.48,32.95
f2568c06ebf4131eaadd720ea2a7e2fb,Chelsea,Thomas,07/03/2020,6394 Dawn Plaza Apt. 745,Johnnymouth,56224,IL,789-41-6768,VISA 19 digit,ZTSS1870678484537,2983.15,21.19
ee232c1696a54c947c9290a843502b9c,Justin,Guerra,09/19/1974,71041 Troy Skyway,West Cindyview,93259,CA,264-32-7377,JCB 16 digit,MVVO3088759146312,259.17,1.43
1f807a0420f6a4077fe558024b185293,Kevin,Rodriguez,06/09/1945,607 Jason Points,Natalieton,51288,ME,750-34-8797,Diners Club / Carte Blanche,XAUL3343840845987,5503.19,36.96
71317b1f35c2a2ec765252d83e728a47,John,Brown,03/11/2006,056 Beth Meadows,Port Pamela,67803,WY,379-13-9589,Diners Club / Carte Blanche,CJDT7056901233329,1069.86,6.85
f75344a9c5cf1bd1532fef9a1ac07213,Sarah,Campos,03/15/1925,8477 Stephanie Field,Goodwinland,91325,WA,569-50-7146,American Express,IFNF7368615189317,6934.39,35.25
cb9473bff8db784f4093394d91e8367b,Bethany,Conley,09/26/1941,9548 Wilson Shore,Leeview,06873,AL,210-62-8998,Mastercard,DPBC8711300821891,2829.74,20.28
b9bfd034b45e76043aa6fba5427d29c1,Vanessa,Holmes,04/22/1982,47582 Michael Drive Apt. 447,North Nicholasfort,90509,WI,004-79-0908,American Express,IICB0738274361827,2628.67,13.73
1284cebdded76f72b6cbbe6a419d75b7,Alan,Cooper,05/03/1990,2050 Rachel Street Suite 948,Suttonview,85189,NM,295-49-7001,VISA 19 digit,EMLM8579014635477,6822.37,42.37
7d677e78b9f1be6ec82db0f62f306b6d,Kayla,Walker,08/14/1999,29949 Hardy Roads Apt. 765,Ronaldton,52309,NC,405-64-3431,VISA 13 digit,VYNX3263820172768,5704.56,27.87
2eb3309c47af958a8ee2b13899e4f3e4,Stacey,Collins,09/08/1964,3567 Harding Meadow Apt. 397,Andersontown,78713,OK,680-27-3856,VISA 13 digit,JSKL5288320845951,5374.06,22.29
2540062659a45a01c31cba5459805aea,John,Parker,09/11/1930,02815 Antonio Plain,Ryanmouth,42477,NM,400-48-8951,VISA 13 digit,PAGY4538172212962,2272.73,17.68
baf60dd470b33445d21bbc0d54bb026e,Lisa,Love,01/22/1957,9869 Hughes Lodge Suite 397,Port Madison,96548,TN,019-96-9875,JCB 15 digit,PWTH5389335574754,1202.14,9.59
d403809bbbdea0980b516c375b95add8,Samantha,Booker,12/11/1913,59214 Jesse Cove,East Jacob,42912,IL,706-32-6421,VISA 13 digit,ZFWG0806413957589,2514.18,12.05
3721eaba30e0acd5ecf35f696a01c719,Elizabeth,Douglas,11/24/1970,317 Mandy Extensions,Port Seth,91666,AR,114-10-7114,Diners Club / Carte Blanche,SCJC8103716264270,6073.63,46.86
9934a9b504047261398d9ff2dae40ce6,Bryan,Dalton,03/26/1957,14860 Gregory Forest,South Josephport,77045,WI,618-82-7069,JCB 16 digit,WGEF9572359187590,1333.03,5.49
df06d893d048d98662c35e305ed4f799,Tina,Robinson,05/05/1981,072 Kyle Spurs Suite 970,Heathertown,65045,FL,155-90-7009,Maestro,OFLE5767149624228,5943.46,38.76
acc065429f8c8845f659c551412e2671,Karen,Arnold,08/28/2000,118 Andrew Brook Apt. 782,Josestad,15685,CO,517-41-3316,JCB 16 digit,XEPJ0869511227848,6687.29,52.22
9a87d7b4693c84613b28745a9ab78f83,Joshua,Blackwell,09/06/1957,9970 Crawford Pass Apt. 199,East Amberchester,91103,PA,722-07-2261,VISA 19 digit,KWHS9597659427644,3575.49,23.66
70abdf262a3afb6cfd200e86bb93759f,Kristin,Graham,09/12/1915,3480 Hannah Garden,Colleenburgh,34465,FL,883-40-6620,VISA 16 digit,YZWA5702526576758,4517.83,30.32
309fe0dd0a4fa0310df39566d45e8524,Lisa,Pierce,06/26/1949,195 Nixon Station Suite 396,West Julia,74541,MS,158-25-3364,Diners Club / Carte Blanche,LAFA0082418953294,2513.25,11.26
14ee86413ce7dfcebb605c94813e4a9b,William,Hoffman,10/03/2006,240 Jessica Islands,Whitehaven,22201,WV,815-84-0957,Mastercard,NPKY9088927990103,4297.23,30.86
79fd0b881341448b396eb2ea3863f843,Dustin,Clark,10/31/1968,069 Lester Plain,Jonesshire,55490,MI,682-07-7034,Discover,UXSE6052743213819,7883.02,51.81
9f099c530a08f460ec17b4769b1d230a,Sarah,Stewart,10/19/1923,376 Anne Coves Suite 697,Scottton,04452,KS,081-25-4922,American Express,KLHP8971051668645,970.22,4.54
caa56b0fc66120d81e05562c0af2caba,Eddie,Cannon,04/04/1934,39419 Mcbride Curve Suite 583,Hallshire,42114,IL,268-51-0930,VISA 19 digit,ZGIS2205451702618,4760.62,26.16
e74abf8cca78e9f7477a27bb23e30c73,Troy,Wright,03/02/1925,458 Payne Drive Suite 793,Lake Scott,96303,GA,878-68-7591,JCB 15 digit,BYZB1671158888188,7980.62,57.32
e3bca31d2e1458d5b79f2b9bbf9122f0,Walter,Perez,11/19/1905,101 Carolyn Ports,Jamieburgh,25366,MA,629-74-3654,VISA 16 digit,NVXV6195239764935,3698.25,28.24
1a840325f9ffdc92b28f112cab86ab39,Julie,Matthews,11/17/2015,008 Victoria Lane,South Nataliefort,69095,ND,387-66-2808,JCB 15 digit,XOSZ5932105830383,5988.98,43.11
fc73b92608b1e0c0ed45caa0befe77a2,Caleb,Gray,08/09/1924,09206 John Mount Suite 671,Arellanoshire,43452,MA,279-31-7165,VISA 19 digit,CAFR0730257239014,7274.79,54.05
ca91260fd0314882fb3da9ab3070ba19,Destiny,Roberts,09/21/2001,799 Rubio Lane,Emilyhaven,60935,OH,143-26-0588,JCB 16 digit,EFBD8085316330001,1398.72,9.25
ea3f6bda435cd7c905e8472fa2fefd68,Crystal,Clark,06/05/1905,098 Rodriguez Ports,Port Monique,89481,MO,259-73-0398,VISA 19 digit,TMJM3146340893599,4698.33,36.3
1a7b11a066cfa22da24d603c03fbc277,Eric,Monroe,06/11/2019,188 Parker Landing,Palmerchester,70276,MO,785-23-5065,Diners Club / Carte Blanche,QWXI2985001012041,2242.39,15.14
86f70be9dc7de654df66df033d0cf213,David,Gonzalez,07/07/1935,2282 Ford Trafficway,Cookeport,98964,WA,667-75-4166,Diners Club / Carte Blanche,UIYZ2991280875247,2555.96,17.73
8b60820c257adc0c7b0cd05ea5740e31,Samuel,Ortega,08/23/1955,390 Katherine Tunnel Suite 105,East Martin,38457,RI,607-88-2570,JCB 16 digit,WDYE6622237669742,6927.77,49.66
4af4d7207de12d3f1a0a94b3db3daeda,Margaret,Golden,02/11/1933,71336 Martin Prairie Suite 439,East Jeffrey,10114,WA,786-06-4762,VISA 16 digit,YOLS5759348204447,4909.65,31.93
d815fbba8919ab2584e916aad0f49676,Laura,Hart,05/09/1996,9506 Anderson Fork,Lake Courtneyton,65816,IN,387-17-7807,Discover,VTKR1448893922835,4152.73,29.56
6f740cab281aadc82a5d070ede012f67,Jenna,Jones,02/10/1945,746 Morgan Mill,Amandafurt,41829,RI,487-30-2634,American Express,XIUR9209312060366,7452.02,55.67
2e3b24c02aeb0dadb490e344707ad815,Michael,Smith,11/13/1993,2621 Brian Harbors Apt. 382,Mistyfurt,22443,SD,471-70-2865,Mastercard,JCLL0626884740229,3181.82,21.53
7823065b50713771d01b5dbc37f6fea6,Cassandra,Ellis,02/02/1967,75242 Wolf Manors,Whitebury,41871,OH,806-15-9222,Maestro,LPCN4376827473064,1307.39,7.88
972c576b7a6be93b367516f77663bbd6,Miranda,Fletcher,05/05/2004,508 Robert Light Apt. 453,New Sophiaburgh,12716,MO,529-37-3121,Maestro,NGJU5828031248942,5463.14,30.31
8b6d9c3875ed24bfa9b90bdae5d33455,Luis,Harrison,04/11/1923,9241 Erin Point,Serranoside,69450,WY,138-43-9790,VISA 13 digit,EQXR2907200213571,1773.49,13.15
537583b2a09f1161ab9287b6fe5bec59,Sarah,Mcgee,03/30/1995,81667 Morris Parks,Robertfurt,04469,MT,382-47-2542,Discover,XXVH5231230263509,7965.71,42.04
187105a5e28120138c2683317ac4bb3d,Christopher,Brown,06/30/1937,658 Jeffrey Mountains Apt. 074,Dustinfurt,66493,IN,543-88-7640,JCB 15 digit,UIAX0755021678918,786.27,5.34
59eb7fa15fd03c3f475cbe8dfdbd3470,Katherine,Cannon,08/06/1974,2000 Kimberly Skyway,Guzmanshire,71940,ID,399-06-0255,JCB 15 digit,FLKV4622637841485,4647.44,34.29
9503b432a351d0d8bf5efcfa979a345d,Crystal,Chang,09/16/1916,29812 Berg View,Tamiborough,94636,IL,844-64-9137,VISA 16 digit,TBZP3550624437650,6431.12,47.71
5dd2d26cc9c93f51802648ad24f2186c,Christina,Cardenas,02/24/2011,199 Green Trail Suite 871,South Anthony,07446,AR,233-28-3552,VISA 13 digit,DMHI2475594134693,6621.81,48.61
e6b104514679cb3b3c07d32c00d23fea,Krystal,Alexander,09/15/1938,870 Young Road Apt. 567,North Reginaldmouth,71714,OH,295-89-7913,Maestro,XRFX4176125228004,3425.17,25.27
838a519018a4234f153026f4d61bdaaf,Angela,Gilbert,08/20/1928,34199 Thomas Rapid,Wilsonside,25947,OR,281-79-8007,VISA 16 digit,VIQR0193134817356,6515.62,40.32
e4faee69f1cfe2342a9b1d7a146f87dd,Marilyn,Williams,07/19/1962,244 Paul Lakes Apt. 682,East Charlene,90421,KY,409-45-2181,Maestro,WUPU3155584044267,6636.58,47.18
6d721662be15737e3f0e10f17d7a375f,Andre,Reed,01/13/1912,535 Henry Coves Suite 904,Andrewchester,37226,NM,403-61-6189,JCB 15 digit,UBMW5987187240966,456.91,3.59
77473acb7a736673be66ae3c789ecd14,Samantha,Nichols,10/01/1960,9117 Glenda Rapids,Jacksonhaven,37008,IL,100-58-3424,Mastercard,BUHX8920119909638,5371.62,31.24
3ffeee8e349f8c16398ce63a0540d81f,Donna,Hobbs,08/27/1976,8395 Reeves Mountain Suite 762,North Jasonborough,40721,AL,253-60-6160,JCB 16 digit,LZXX2254150509131,667.16,3.68
dfb6330775b6ef84bec2c5429e3e32b0,Nicholas,Hobbs,12/25/1948,2637 Jessica Route Apt. 086,East Kayla,73334,OH,498-42-8068,Discover,ANZM3242036031551,6483.42,38.78
2917d163c85e4b8c03959541b2a104d5,Cody,Fletcher,06/25/1909,7840 Jonathan Pike,Williamberg,61156,WI,650-27-1000,VISA 16 digit,ZDOY9681800776757,1652.92,12.55
3adee837327904bd94b60ad1af310de2,Rhonda,Murray,07/30/1920,06113 Mason Alley Suite 498,West Cynthiaton,16502,AK,595-81-6546,JCB 16 digit,XWLZ0503217704371,173.69,1.33
c1ce98a7df2187a8f6f4f01f94b0e693,Jennifer,Smith,09/12/1927,974 Brenda Street,South Jamesmouth,15675,SC,405-17-6885,Maestro,KPRW9619673810622,1927.71,14.26
71ef61ee707ec76f1639b16340bd5f75,Samuel,Brooks,06/19/2014,414 Jonathan Union,Jasonmouth,61189,OR,115-50-7581,JCB 15 digit,GCHO8265259103956,2253.41,13.75
17c05aaec59a9c7b276788a40c2f0d35,Michelle,Perez,04/24/1957,36290 Bryan Greens,Nguyenport,03023,MI,386-55-7900,JCB 16 digit,IUQZ5952135679571,3893.66,24.93
89ce973feb76ba3e6dffcc1aa6fb27ff,Melissa,Zhang,09/30/1963,6397 Andrew Groves Apt. 398,Jacobstad,29785,SD,516-85-2298,JCB 16 digit,SAYD5630720938726,362.6,1.97
db0ff192ac068385a85ec95c7045776d,Carlos,Gray,12/22/1984,1610 Adams Skyway,Walkerfurt,28729,MO,610-15-2320,VISA 16 digit,MUQN3485622750267,1522.26,10.64
e73abd58cbf4025fcd26732de8abf34d,Norma,Lopez,09/02/1916,004 Gray Crescent Apt. 279,Lake Marcusshire,29746,VT,688-52-2806,VISA 19 digit,ZFNF6210364883063,6664.42,27.63
2fd5b2452d675ea3a8bf20fd95305ef2,Adam,King,12/26/1909,0283 Audrey Brooks,East Heidi,38178,CA,005-29-0346,VISA 16 digit,BDFT8935799661195,3352.15,16.94
1c474613e4a20e2629d365fbefcddb34,Dustin,Wilson,02/02/1932,8471 Edwards Place,Rollinshaven,36856,NY,668-98-7032,American Express,PCKT9767633649555,3127.12,13.53
3aadacf2f596dcbba7732f378872a22f,Roberto,Howard,12/23/1991,8960 Oliver Throughway Apt. 007,East Matthewstad,40633,GA,387-79-7347,VISA 16 digit,TAQR6422384551062,1572.4,9.29
bd094916913e4f1f89904e5dff55046b,Michael,Logan,07/09/1997,025 Salazar Fall Suite 832,Aguilarshire,73003,OR,061-38-3146,VISA 13 digit,TGHR1170306071479,5448.59,31.25
978392a77a2850d9de411b70c8b6b79e,Stephen,Garcia,09/27/1980,30091 Morris Oval,Port Adrianfurt,98946,CA,389-82-1963,JCB 16 digit,YWIL4295759860744,7318.1,43.03
4843b1e49df3bf32dbc677eefb4a9753,Michael,Santiago,04/01/1981,43538 Angela Forest Suite 396,West Vanessa,39065,ME,575-25-2078,VISA 19 digit,JMJT2418513775937,4891.28,28.27
bc4f481cdfd5bdd4d25c358e8aca6654,Cory,Hess,08/31/2012,238 Hahn Spring,Lake Heather,89669,ME,149-08-6993,Discover,VWYP7373346655167,6217.45,28.21
be90579ffa77d43a08b4c65e0defab1a,Brittany,Fox,02/02/1983,450 Rios Corner,Osborneport,05052,NH,618-91-6495,JCB 16 digit,HNZA2334496194776,4281.15,26.05
3f0f764f3a48c85921bee38664494fa5,Kenneth,Reyes,08/03/1981,340 Joshua Inlet Apt. 850,New Erikachester,98068,RI,655-03-7219,JCB 16 digit,LRJS3507546258003,645.89,3.1
07874689ddc31ce619d64fd81ef0e89b,Maria,Gay,09/14/1921,2503 Carter Locks Apt. 804,Lake Jason,75145,VT,126-26-5359,Diners Club / Carte Blanche,JBAM9518598344158,4096.75,25.53
81614ffe78b1dbf8758d0264a0096c33,Mark,Simmons,09/27/1947,1817 Laura Oval,East Lynnton,03729,AL,326-01-9873,VISA 16 digit,DBHG1498477700385,6929.21,41.76
5988255e5acd03b1f9050652703c8254,Nicholas,Kidd,11/08/1915,37912 Carlos Mews,New Robert,71382,WA,002-55-3288,Discover,MKDO7761200990699,7077.86,42.46
b18db7f09b35d0c28c49bf0b4cc2cf0c,Pamela,Ferguson,08/20/1938,68031 Scott Via Apt. 304,East Scottfort,59702,VT,625-74-4951,Maestro,WBJV6546649423348,5342.04,29.45
40a2ffd4806c581706628cdd8077b3b4,Patricia,Smith,06/28/1907,3710 Benson Camp,West Michaelport,14578,AL,392-50-0881,VISA 16 digit,LROI9917033916729,639.39,4.39
09910278a5cbd826fdfb0af26b19687d,Ashley,Peterson,07/21/2020,646 Grant Plaza Suite 834,Mendozashire,73710,VT,471-34-6767,VISA 19 digit,AKQX3751703875649,7212.14,34.43
0bc9b2eccc1164c8f27985d0c00f5c36,Jennifer,Henderson,04/26/2003,405 David Shoal Apt. 484,Dayfurt,55315,WY,689-35-3973,American Express,YTKF2130721857961,2365.83,10.02
407c9363e67e3a8b30d4428bd275e0b7,Janice,Haney,06/19/2020,762 Gray Key Suite 460,Caseychester,74258,IN,102-38-9970,JCB 16 digit,WMHN1861782001950,5823.39,44.85
9bedf9e73a81a2632d353a6a371ce5d9,Joshua,Barajas,12/10/1907,4568 Robles Turnpike Apt. 265,New Laura,14474,NE,533-53-4509,American Express,KQHR7463205014381,6008.25,45.39
a95aab97787a337a44708c7713b546d3,Martha,Beasley,02/15/1952,7276 Mcdonald Radial,South Holly,97481,MT,472-49-2732,American Express,WTGM8968350194246,2335.62,11.08
df4e72322cee483cc93b66276f4fcfc2,Michelle,Duke,02/24/1927,11675 Davidson Fields,Adamsbury,35877,NY,058-58-2662,JCB 15 digit,ZNXG2298832866102,7774.52,50.68
6f4ef0652bdea7b713182a32048bc161,Emily,Wells,10/01/1930,673 Friedman Mountains,North Heidi,99139,NH,372-70-2864,JCB 16 digit,XIUS2603328287077,525.33,3.01
2d496b3c668ca410d512db67462d09f8,Robert,Roberts,09/24/1980,47474 Hill Manor,Lake Seth,12176,OH,738-75-5370,VISA 16 digit,OHJY5228751796087,1851.09,10.65
120a56ca020fb83cd5ac2ae7568e3e7b,Joseph,Gray,07/03/1940,890 Amber Mills Suite 979,Coxtown,78553,NC,291-94-7692,JCB 16 digit,LNHW8453477589413,80.87,0.41
e92410777c713c6f0a583f75f05bff30,Cole,Melendez,09/24/2012,075 Gary Roads Suite 022,Petersonburgh,65177,NM,738-24-9948,VISA 16 digit,UFEN1235673093482,7553.81,39.98
d5282808f132d8b5ddba14932e26624e,Lisa,Pittman,12/14/1914,6982 Alexander Landing,Beardmouth,92031,MN,824-68-9049,Diners Club / Carte Blanche,KVTZ8683381853971,5334.45,42.66
1b04c83b78ca8014d424f11231473398,Holly,Moore,08/15/1915,72655 Johnson Radial,Port Charles,89544,UT,013-46-2255,JCB 16 digit,RVUE1255525095936,4451.49,18.34
22c0eab0ce5869d82fac48f2f9d514ad,Juan,Rodriguez,08/05/1937,96078 Dudley Station,New Nicholasland,27131,NE,471-52-0662,Diners Club / Carte Blanche,MLYL0576531998266,1854.24,10.82
454d9857c1b9ab3435e2dcf8082e5b6c,Richard,Johnson,04/27/1938,871 Christine Canyon,West Jodytown,50757,OH,769-93-7655,American Express,ILMW5735026236992,783.93,5.97
1fba50aa1849b5303b56b4eba25f8402,Vincent,Shannon,10/02/1992,58014 Kennedy Curve,Ryanport,22518,AR,718-61-3803,Mastercard,QXPR6740596535446,490.98,2.88
df2e1b30187af410ac38de2d9ca09d38,Bruce,Cox,10/15/1947,1757 Daisy Road,Cynthiaside,74131,IA,427-49-9977,Maestro,BDBA3800238874962,3238.76,25.43
c1ac8b0d2cf8f4eca6cb9ba421fb0bc5,Stephanie,Lamb,01/04/1959,0266 Welch Harbor Suite 493,Hamiltonport,61599,ME,087-26-9543,American Express,AOXG6708990200735,6304.76,47.21
